address,categoryName,city,location/lat,location/lng,neighborhood,title,
"2573 الطريق الدائري السريع، 8020, Abruq Ar Rughamah، 2573 الطريق الدائري السريع، حي ابرق الرغامة، جدة 22261 8020،, Jeddah 22261, Saudi Arabia",Cafe,Jeddah,21.5061182,39.258109,Abruq Al Rughamah,BON Café,
"H4QR+74W, Khadr Afandi, Al Zahra, Jeddah 23425, Saudi Arabia",Cafe,Jeddah,21.4852125,39.3050764,Abruq Al Rughamah,كوفي ترك قصتنا - قهوة مختصة,
"Q5CG+3V3 23762، ابن الشطوي, Al Hamadaniyyah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.4972494,39.2970208,Abruq Al Rughamah,كيان كافيه,
"Taiba, Jeddah 23831, Saudi Arabia",Cafe,Jeddah,21.4837705,39.3096584,Abruq Al Rughamah,توب كوفي,
"7175 Al Mundhir Ibn Harithah, Al Adel, JIAC3252 3252, Jeddah 22361, Saudi Arabia",Cafe,Jeddah,21.4441685,39.2912554,Al Adel,BART,
"زين الدين البحيري, Al Adel, Jeddah 22361, Saudi Arabia",Cafe,Jeddah,21.4439477,39.2855561,Al Adel,Darat Al Kake Cafe,
"3375 المنذر بن حارثه(رضي الله عنه, Alajaweed، JJDA9377، 9377, Jeddah 22442, Saudi Arabia",Cafe,Jeddah,21.4169812,39.2919853,Al Ajaweed,Barn’s,
"4247 ابن المهلب، حي الاجاويد، JJDA7469، 7469, Jeddah 22443, Saudi Arabia",Cafe,Jeddah,21.3999835,39.3004396,Al Ajaweed,KYAN,
"4429 8206 برقه شماء, Alajaweed, Jeddah 22442, Saudi Arabia",Cafe,Jeddah,21.406593,39.3021009,Al Ajaweed,Golden drink,
"5310 أبي دلف العجلي، Al Ajaweed، JJDB8120، 8120, Jeddah 22442, Saudi Arabia",Cafe,Jeddah,21.4055462,39.3110787,Al Ajaweed,قهوة الجبل,
"7334 طريق الحرمين، JJDA4412، 4412 محطة الرحيلي طريق مكة, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4226176,39.3139648,Al Ajaweed,كوفي شوب مخمخه,
"7507 عبد الله الوعيل, Al Ajaweed, JJDA2530، 2530, Jeddah 22443, Saudi Arabia",Cafe,Jeddah,21.4001493,39.2839665,Al Ajaweed,Dunkin' - دانكن,
"98W4+2W2, Al Ajaweed, Jeddah 22443, Saudi Arabia",Cafe,Jeddah,21.3949489,39.3073004,Al Ajaweed,كشك قهوة,
"Ajaweed Station, Alajaweed, Jeddah 22442, Saudi Arabia",Cafe,Jeddah,21.4117053,39.2893135,Al Ajaweed,Barn's ,
"Al Ajaweed District, 4377 7233, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4223492,39.313694,Al Ajaweed,ديوانية كيف الشيوخ,
"Al Ajaweed, Jeddah 22421, Saudi Arabia",Cafe,Jeddah,21.3881199,39.3042086,Al Ajaweed,بلاسيس فود ترك,
"C76Q+MMX، Unnamed Road، الاجاويد،, Jeddah 45353, Saudi Arabia",Cafe,Jeddah,21.4117415,39.2892385,Al Ajaweed,TRE CAFE,
"C8C7+QRJ, Al Ajaweed, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4219734,39.3145305,Al Ajaweed,جلسة رسلان Raslan Café,
"C8F7+7CM, Makkah - Jeddah Hwy, Al Ajaweed, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4232081,39.3136124,Al Ajaweed,المذاق المغربي,
"C8F7+7GW, Al Ajaweed, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4232405,39.3138314,Al Ajaweed,قهوة الاطلال,
"Makkah road, Al Ajaweed, Jeddah 22230, Saudi Arabia",Cafe,Jeddah,21.4239446,39.3111071,Al Ajaweed,بون كافية | BON Cafe,
"REHAILY STATION محطة الرحيلي فرع الرحيلي، JEDDAH MAKKAH HIGHWAY INSIDE AL REHAILY STATION, Jeddah Saudi Arabia",Cafe,Jeddah,21.4238915,39.311275,Al Ajaweed,Barn's | بارنز,
"حي، 7426 Makkah - Jeddah Hwy, Al Ajaweed، 4093, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4244823,39.310627,Al Ajaweed,Princes coffee,
"محطة الرحيلي, Makkah - Jeddah Hwy, Al Ajaweed, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4232592,39.3138347,Al Ajaweed,كرك مدير,
"23466 Mouawiyah Al Sulami, Al Ajwad, Jeddah 23466, Saudi Arabia",Cafe,Jeddah,21.5896704,39.2571711,Al Ajwad,DZRT,
"Al Manar, عبدالسلام الدمشقي, Jeddah 23466, Saudi Arabia",Cafe,Jeddah,21.6060698,39.251686,Al Ajwad,Bran Caffee,
"Az Zujaji, Al Marwah, Jeddah 23541, Saudi Arabia",Cafe,Jeddah,21.5983678,39.2667136,Al Ajwad,Barn's | بارنز,
"H7R5+5CV, Al Ajawad St, Al Ajwad, Jeddah 34661, Saudi Arabia",Cafe,Jeddah,21.590496,39.2585408,Al Ajwad,stars,
"H7R5+5CV, Mouawiyah Al Sulami, Al Ajwad, Jeddah 23465, Saudi Arabia",Cafe,Jeddah,21.5904949,39.2585475,Al Ajwad,Stars,
"H7W2+X7Q, Al Ajwad, Jeddah 23466, Saudi Arabia, شارع الاجواد",Cafe,Jeddah,21.5974739,39.250744,Al Ajwad,Colors Coffee Cafe,
"J748+JMH, Mouawiyah Al Sulami, Al Ajwad, Jeddah 23466, Saudi Arabia",Cafe,Jeddah,21.6065672,39.26673,Al Ajwad,Plans Coffee,
"Street, Al-Manar, Al Ajwad, Jeddah 23462, Saudi Arabia",Cafe,Jeddah,21.596346,39.2481228,Al Ajwad,Bart ,
"2684، حي الامير عبدالمجيد، جدة 22433 9160، 22433, Saudi Arabia",Cafe,Jeddah,21.4179956,39.259951,Al Amir Abdoulmajed,منتزه وCafe الدانه,
"3027, Al Amir Abdoulmajed District, Al Amir Abdoulmajed District, 9350, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4198206,39.2632,Al Amir Abdoulmajed,Al MAZAJ CASINO,
"9129 حي, Prince Abdulmajeed، 2899, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4177297,39.2616839,Al Amir Abdoulmajed,Cafe ومطعم البشاير,
"Al Amir Abdoulmajed District, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4168187,39.2643013,Al Amir Abdoulmajed,Cafe مراكش,
"C797+252، 9129 2899، حي الامير عبدالمجيد،, Prince Abdulmajeed, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4176576,39.2619808,Al Amir Abdoulmajed,Cafe ثلاث نقاط,
"C797+9G2, Prince Abdulmajeed، Unnamed Road, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4183769,39.2637525,Al Amir Abdoulmajed,alruwqan Cafe,
"C7C6+4JG, Prince Abdulmajeed, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4203044,39.261574,Al Amir Abdoulmajed,Cafe حجرين 2,
"Prince Abdulmajeed, سيد الشهداء _, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4389831,39.2750639,Al Amir Abdoulmajed,89 coffee,
"حي, Prince Abdulmajeed, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4184506,39.2635184,Al Amir Abdoulmajed,مقهي نادي الليل,
"3135 عمرو بن عوف، حي الامير فواز الشمالى، جدة 22361 7144 Saudi Arabia",Cafe,Jeddah,21.4440652,39.2903019,Al Amir Fawaz Ash Shamaly,SOLT CAFE,
"3579 حي, Al Amir Fawwaz Al Junoobi, JJZA7861، 7861 سالم بن شكبان, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4127705,39.2989601,Al Amir Fawwaz Al Junoobi,GOAT COFFEE,
"7067 سفيان بن أبي زهير،, Al Amir Fawwaz Al Junoobi, 4734, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4324052,39.2888308,Al Amir Fawwaz Al Junoobi,loading cafe,
"Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4386438,39.2785196,Al Amir Fawwaz Al Junoobi,Emmys Event Mall,
"Al Amir Fawwaz Al Junoobi, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4186217,39.3002154,Al Amir Fawwaz Al Junoobi,Bonz Cafe,
"Al Amir Fawwaz Al Junoobi, Makkah Al Mukarramah Rd، طريق مكة جدة السريع، حي, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4410405,39.2809711,Al Amir Fawwaz Al Junoobi,بون Cafe,
"Al Amir Fawwaz Al Junoobi، 3877 طريق مكة جدة السريع، حي 7979 طريق مكة, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4410893,39.2808102,Al Amir Fawwaz Al Junoobi,Moroccan Taste,
"Al Zafer Hospital, Al Amir Fawwaz Al Junoobi، حي, Jeddah Saudi Arabia",Cafe,Jeddah,21.4303123,39.2955914,Al Amir Fawwaz Al Junoobi,beans ,
"C7PJ+248, Sayyid Ash Shuhada, سيد الشهداء الاسكان الجنوبي نهاية الممشى مقابل الدفاع المدني, Jeddah Saudi Arabia",Cafe,Jeddah,21.4350477,39.2803231,Al Amir Fawwaz Al Junoobi,كريزي سويت -,
"C7QJ+W6F, Unnamed Road, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4398187,39.2805473,Al Amir Fawwaz Al Junoobi,waffy Cafe,
"C7RH+8VX, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4408658,39.2797323,Al Amir Fawwaz Al Junoobi,بيت الدونات,
"C8F7+7JW حي, Al Amir Fawwaz Al Junoobi, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4232278,39.3140667,Al Amir Fawwaz Al Junoobi,ستار Cafe,
"District, 4763 Ring Rd Express Way Al Amir Fawaz Al Janouby, Jeddah Saudi Arabia",Cafe,Jeddah,21.4373294,39.2897973,Al Amir Fawwaz Al Junoobi,Barn's,
"Event Mall, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4409011,39.2796047,Al Amir Fawwaz Al Junoobi,Starbucks,
"Lulu Building- main entrance. Ground floor Western Province, Event Mall, Old Mecca Al Moukarramah Rd, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4380919,39.2800626,Al Amir Fawwaz Al Junoobi,Tim Hortons,
"LULU EVENT MALL C7RJ+27 الامير فواز الجنوبي،, Jeddah Saudi Arabia",Cafe,Jeddah,21.4390049,39.2800659,Al Amir Fawwaz Al Junoobi,ماما بنز Cafe | MammaBunz Cafe‏‭,
"Sayed Al Shuhada'a, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4419471,39.2726399,Al Amir Fawwaz Al Junoobi,إيسو كوفي - Esso Coffee‏,
"Sayed Al Shuhada'a, Al Amir Fawwaz Al Junoobi, Jeddah 35365, Saudi Arabia",Cafe,Jeddah,21.4385758,39.2756083,Al Amir Fawwaz Al Junoobi,ترك زَهر,
"Sayyid Ash Shuhada, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.443002,39.272468,Al Amir Fawwaz Al Junoobi,Starbucks,
"Unnamed Road, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4409919,39.2791687,Al Amir Fawwaz Al Junoobi,Kyan ‎‎,
"افنت مول, Makkah - Jeddah Hwy, Al Amir Fawwaz Al Junoobi, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4406271,39.2784263,Al Amir Fawwaz Al Junoobi,BART,
"الأجاويد، الامير فواز الجنوبي، Saudi Arabia",Cafe,Jeddah,21.4191317,39.2985316,Al Amir Fawwaz Al Junoobi,Quarter ,
"سهيل بن عمرو, Al Amir Fawwaz Al Junoobi, Jeddah 22441, Saudi Arabia",Cafe,Jeddah,21.4188867,39.2991249,Al Amir Fawwaz Al Junoobi,Today cup,
"قطبه بن مالك، حي 2794, Jeddah Saudi Arabia",Cafe,Jeddah,21.419324,39.2979271,Al Amir Fawwaz Al Junoobi,Julia chocolate caffe,
"F5QR+9G4, Al Ammariyah, Jeddah 22237, Saudi Arabia",Cafe,Jeddah,21.4883952,39.1913166,Al Ammariyah,France Coffee,
"9018 Al Amwaj District Jeddah 23814 4035،, Jeddah 23814, Saudi Arabia",Cafe,Jeddah,21.7474859,39.0860215,Al Amwaj,Barn's | بارنز,
"Al Amwaj, 9088 - حي, Jeddah 23814, Saudi Arabia",Cafe,Jeddah,21.7624695,39.0779695,Al Amwaj,3billion cafe,
"عبدالله بن الخطاب رضي الله عنه, Al Amwaj, Jeddah 23814, Saudi Arabia",Cafe,Jeddah,21.7624478,39.0779735,Al Amwaj,Fika cafe ,
"2823 Prince Mohammed Bin Abdulaziz St, Al Andalus, Jeddah 23322, Saudi Arabia",Cafe,Jeddah,21.5472743,39.1371625,Al Andalus,"L’ETO caffe - Al Tahlia, Jeddah",
"2941 الامير محمد بن عبدالعزيز, Al Andalus, Jeddah 23322, Saudi Arabia",Cafe,Jeddah,21.547279,39.1387243,Al Andalus,Christo Cafe,
"2993 الامير محمد بن عبدالعزيز، 9188، Al Andalus District, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5522144,39.1623749,Al Andalus,IL Cafe,
"3236 عرفات، حي الاندلس، 23325 7687 Saudi Arabia",Cafe,Jeddah,21.5381945,39.1644334,Al Andalus,Rawnah Specialty Coffee,
"4097 عبدالله المطري, Al Andalus District, 6631, Jeddah 23322, Saudi Arabia",Cafe,Jeddah,21.5476861,39.149727,Al Andalus,95 Celsius,
"4097 عبدالله المطري, Al Andalus District, 6631, Jeddah 23322, Saudi Arabia",Cafe,Jeddah,21.5479056,39.1496899,Al Andalus,Diora Cafe,
"6587 الامير محمد بن عبدالعزيز, Al Andalus، 2941, Jeddah 23322, Saudi Arabia",Cafe,Jeddah,21.5473167,39.1384751,Al Andalus,Eleven Art Gallery & Cafe,
"6631 Abdullah Al Matari، Tahlia Street, Jeddah 23322, Saudi Arabia",Cafe,Jeddah,21.5472604,39.1495057,Al Andalus,Sculpture Café,
"7864 Prince Abdullah AlFiasal St, Ash Shamaliyah, Jeddah 23815, Saudi Arabia",Cafe,Jeddah,21.5479698,39.1563247,Al Andalus,اغادير,
"8231 Al Mustashfa Al Am, 3447, Al Andalus, Jeddah 23325, Saudi Arabia",Cafe,Jeddah,21.5445761,39.1656545,Al Andalus,Losaan Cafe,
"Al Bouraidi, Al Andalus, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.548608,39.1639614,Al Andalus,MA Cafe,
"Arafat, Al Andalus, Jeddah 23325, Saudi Arabia",Cafe,Jeddah,21.5383279,39.1648705,Al Andalus,ZED,
"G4RH+VPH, Al Andalus, Jeddah 23311, Saudi Arabia",Cafe,Jeddah,21.542175,39.1293483,Al Andalus,Bon Cafe,
"G5Q6+C43, Muhammad Ali Al Harkan, Al Andalus, Jeddah 23325, Saudi Arabia",Cafe,Jeddah,21.538523,39.1602987,Al Andalus,DJ Cafe,
"G5W7+P77, 3080 عبدالمجيد شبكشى، الأندلس، 8589, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5465896,39.1634484,Al Andalus,Titanium Café,
"G5W7+P77, 8589 Abd Al Majid Shoubakshi, Al Andalus, 3080, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5465179,39.1630452,Al Andalus,Arabisk Restaurant & Cafe,
"G5X6+QP6, Al Andalus، عبدالرحمن الطبيشي، حي, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5494029,39.1617731,Al Andalus,Blueberry Cafe,
"G5X7+Q98, Al Foutaihi, Al Andalus, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5494203,39.1634437,Al Andalus,Ora Cafe Lounge,
"Galleria Commercial Center, Prince Mohammed Bin Abdulaziz St, Al Andalus, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5517791,39.1631196,Al Andalus,ميلانو Cafe Milano Cafe,
"H527+CHR, Al Andalus, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5511075,39.1638967,Al Andalus,AG Cafe Altahlia,
"Ibrahim Al Jaffali, Ibrahim, Jeddah 23326, Saudi Arabia",Cafe,Jeddah,21.5525236,39.1690479,Al Andalus,MUGS Cafe مقز كافية,
"Prince Mohammed Bin Abdulaziz St, Al Andalus, Jeddah 23431, Saudi Arabia",Cafe,Jeddah,21.5488565,39.1448132,Al Andalus,Barn's,
"الحرازات, Jeddah 22391, Saudi Arabia",Cafe,Jeddah,21.5434959,39.1712894,Al Andalus,Barn's | بارنز,
"شارع المستشفى, Al Adel, Jeddah 22361, Saudi Arabia",Cafe,Jeddah,21.4399252,39.3024179,Al Andalus,LOSAAN COFFEE,
"عبدالرحمن الطبيشي, Al Andalus, Jeddah 21412, Saudi Arabia",Cafe,Jeddah,21.5488939,39.1615622,Al Andalus,Zone A Cafe,
"7358، 5431 عبد الرحمن الناصر, Al Asalah, Jeddah 23738, Saudi Arabia",Cafe,Jeddah,21.7737948,39.1711159,Al Asalah,Barn's,
"Burger King - The Village, Al Asalah, Jeddah 23738, Saudi Arabia",Cafe,Jeddah,21.7745058,39.1703637,Al Asalah,Starbucks ,
"F8JH+488, Al'ayn Al Aziziyah, Jeddah 22374, Saudi Arabia",Cafe,Jeddah,21.7740822,39.1716493,Al Asalah,ديلي كب Daily cup,
"Manarat At Taqwa, As Salamah, Jeddah 23437, Saudi Arabia",Cafe,Jeddah,21.7737551,39.1700033,Al Asalah,USIP COFFEE,
"Prince Talal Bin Mansour Rd, Al Asalah, Jeddah 23738, Saudi Arabia",Cafe,Jeddah,21.4666564,39.3752302,Al Asalah,FLAT CAFE,
"Q3CX+HW, 7843, 3538, الشراع،, Jeddah 23816, Saudi Arabia",Cafe,Jeddah,21.7735105,39.1705855,Al Asalah,95 Celsius The village,
"Q5F9+8J4، طريق الحرمين الفرعي, Al Asalah, Jeddah 23738, Saudi Arabia",Cafe,Jeddah,21.7732705,39.1686607,Al Asalah,Krispy Kreme,
"R5CC+599 طريق مخطط الرياض الغربي, Jeddah Saudi Arabia",Cafe,Jeddah,21.7736086,39.1706274,Al Asalah,ديلي كب Daily cup,
"ذا ڤيلج, Prince Talal Bin Mansour Rd, Al Asalah, Jeddah 25555, Saudi Arabia",Cafe,Jeddah,21.7733604,39.1701342,Al Asalah,Costa Coffee,
"ذا ڤيلج، طريق الأمير طلال بن منصور بن عبدالعزيز, Al Asalah, Jeddah 25555, Saudi Arabia",Cafe,Jeddah,21.7733606,39.170113,Al Asalah,8oz Coffee,
"ملعب الشامبيونز، الحرازات شارع الأربعين امتداد مثلث العمال بجانب, Jeddah Saudi Arabia",Cafe,Jeddah,21.7748926,39.1714203,Al Asalah,ريكسا كافية,
"2174 Al-Madinah Al-Munawarah Rd, Taibah District, 6771, Jeddah 23831, Saudi Arabia",Cafe,Jeddah,21.556214,39.1842651,Al Aziziyah,LE CAFE VoILa,
"6, Aziziyah, Flamingo Park Mall، 3rd floor near gate, Jeddah 23338, Saudi Arabia",Cafe,Jeddah,21.5515545,39.2024454,Al Aziziyah,Venus Café ,
"9060 طريق الملك فهد، حي العزيزية، جدة 23334 3286, Jeddah 23334, Saudi Arabia",Cafe,Jeddah,21.5570677,39.1860769,Al Aziziyah,Candy Tree Cafe,
"Al Lewaa, Aziziyah, Jeddah 23333, Saudi Arabia",Cafe,Jeddah,21.5485752,39.1821774,Al Aziziyah,Diwan Cafe,
"As Sahafah St, Aziziyah, Jeddah 23342, Saudi Arabia",Cafe,Jeddah,21.5528739,39.2093496,Al Aziziyah,Profiles Roastery & Cafe,
"F9FC+X5M, Jeddah 22394, Saudi Arabia",Cafe,Jeddah,21.5456823,39.1959706,Al Aziziyah,Grove cafe,
"H54M+CJ2, Tahlia Street, Aziziyah, Jeddah 23334, Saudi Arabia",Cafe,Jeddah,21.556001,39.1840002,Al Aziziyah,Pappa ROTI,
"H645+2JH، طريق الكورنيش الفرعي, Aziziyah, Jeddah 23342, Saudi Arabia",Cafe,Jeddah,21.5550513,39.20911,Al Aziziyah,Badrah cafe,
https://goo.gl/maps/pDzKnF5uupSK3YaP9 Saudi Arabia,Cafe,Jeddah,21.5561332,39.1839436,Al Aziziyah,Vibes ,
"JCZA2476, 7402 Ghernatah, Aziziyah, 2476, Jeddah 23342, Saudi Arabia",Cafe,Jeddah,21.5473968,39.206652,Al Aziziyah,ZED,
"King Abdulaziz International Airport, M56F+PRR،, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.4544693,39.327969,Al Aziziyah,BON Cafe بون كافيه,
"King Fahd Br Rd, Aziziyah, Jeddah 23334, Saudi Arabia",Cafe,Jeddah,21.5561322,39.1840954,Al Aziziyah,LAVADO,
"King Fahd Br Rd, Aziziyah, Jeddah 23334, Saudi Arabia",Cafe,Jeddah,21.5555648,39.1875771,Al Aziziyah,LA stars Cafe,
"Minarah Market, Aziziyah, Jeddah 23342, Saudi Arabia",Cafe,Jeddah,21.558813,39.207821,Al Aziziyah,Jeddah Point,
"Prince Mohammed Bin Abdulaziz St, Aziziyah Jeddah 23334, Saudi Arabia",Cafe,Jeddah,21.557649,39.1854729,Al Aziziyah,65 degrees,
"Prince Mutaib bin Abdulaziz Rd, Al Marwah, Jeddah 23541, Saudi Arabia",Cafe,Jeddah,21.5563393,39.1842143,Al Aziziyah,آجام | Ajam,
"Q5CG+2RV، ابن الشطوي, Al Hamadaniyyah, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.5039671,39.3553886,Al Aziziyah,هورس كافيه-Horse cafe,
"Safia Bint Abdulmutalib St, Al Mohammadiyyah, Jeddah 23621, Saudi Arabia",Cafe,Jeddah,21.483185,39.3103299,Al Aziziyah,تري كوفي TRE CAFE,
"شارع الامير نايف, Prince Naif Road, Jeddah 23816, Saudi Arabia",Cafe,Jeddah,21.483258,39.3105113,Al Aziziyah,LE CAFE VOILA مقهى وكافيه فويلا,
"3473 الاندلس الفرعي، Al Baghdadiyah Al Gharbiyah, حي, 7445, Jeddah 22231, Saudi Arabia",Cafe,Jeddah,21.4997515,39.1728033,Al Baghdadiyah Al Gharbiyah,Café كوفي شوب,
"4133 الخاوي, Al-Baghdadiyah Al-Gharbiyah, JABA6552، 6552, Jeddah 22232, Saudi Arabia",Cafe,Jeddah,21.4916862,39.1794086,Al Baghdadiyah Al Gharbiyah,Gathering (SNB),
"7768 Al Madinah Al Munawarah Rd, 4489, Al Baghdadiyah Al Gharbiyah District, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.5024895,39.1831281,Al Baghdadiyah Al Gharbiyah,بون Cafe,
"Al Madares، طريق الأندلس, Jeddah Saudi Arabia",Cafe,Jeddah,21.4949304,39.173469,Al Baghdadiyah Al Gharbiyah,Mechato Cafe,
"Al Madinah Al Munawarah Rd, Al Baghdadiyah Al Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.509139,39.18213,Al Baghdadiyah Al Gharbiyah,Barn's | بارنز,
"Dist, 8488 Maan St, Al-Baghdadiyah Al-Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.5090175,39.1769607,Al Baghdadiyah Al Gharbiyah,Ramblas Cafe ,
"District، King Abdullah Branch Rd Al Baghdadiyah Al Gharbiyah, Jeddah 22231, Saudi Arabia",Cafe,Jeddah,21.5096454,39.1745459,Al Baghdadiyah Al Gharbiyah,Barn's ,
"G54H+M9V, Hael, Al Baghdadiyah Al Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.506742,39.178414,Al Baghdadiyah Al Gharbiyah,القهوة المصري,
"G54H+PF8, Hael, Al Baghdadiyah Al Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.5067854,39.1787079,Al Baghdadiyah Al Gharbiyah,Farouki Cafe,
"Hael, Al Baghdadiyah Al Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.5074942,39.1781316,Al Baghdadiyah Al Gharbiyah,Karnak Cafe,
"King Abdullah Rd, Al Baghdadiyah Al Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.5100632,39.1780874,Al Baghdadiyah Al Gharbiyah,اوفردوز,
"بارنيز كافيه, Ibrahim Shaker, Al-Baghdadiyah Al-Gharbiyah, Jeddah 22234, Saudi Arabia",Cafe,Jeddah,21.5064131,39.1791575,Al Baghdadiyah Al Gharbiyah, Barnie's Cafe,
"60, STREET SHARAFIYAH, Al Baghdadiyah Al Sharqiyah, Jeddah 21411, Saudi Arabia",Cafe,Jeddah,21.5004716,39.1933414,Al Baghdadiyah Al Sharqiyah,Paras Hotel,
"Al Madinah Al Munawarah Rd, Al Baghdadiyah Al Sharqiyah, Jeddah 11718, Saudi Arabia",Cafe,Jeddah,21.5013155,39.1840093,Al Baghdadiyah Al Sharqiyah,Cafe Le Royal,
"Al Makarunah Rd, Aziziyah, Jeddah 23338, Saudi Arabia",Cafe,Jeddah,21.4996059,39.192367,Al Baghdadiyah Al Sharqiyah,Café Abu Sultan,
"3137 Talat Al Mimar, Al Balad District, 6898, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.4848468,39.1867911,Al Balad,Family Town Cáfe,
"3145 Al Dhahab, Al Balad District, 6747, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.4834442,39.1866871,Al Balad,Apostrophe Cafe,
"3146 زقاق البرخلي، 7086, Al Balad District, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.4864589,39.1867145,Al Balad,Cafe in al balad,
"6651 Al Muassasah, Al Balad District, JACD3005، 3005, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4826976,39.1855552,Al Balad,Balad Jedha,
"Al Balad, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4838588,39.1834342,Al Balad,Divan's Memories Cafe,
"Al Kabli Ln, Al Balad, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.487109,39.1864944,Al Balad,Historic Nights Rooftop Cafe,
"almahmal trading center, King Abdulaziz Branch Rd, Al Balad, 5th floor, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4836893,39.1832723,Al Balad,Alnay Cafe,
"dist, Al Balad, Zo ALGHERRAH LANE (80, Jeddah 22249, Saudi Arabia",Cafe,Jeddah,21.4847349,39.1874338,Al Balad,قهوة دياب,
"F5JP+CWW, Al Balad, البلد، Saudi Arabia",Cafe,Jeddah,21.4811232,39.187325,Al Balad,باعشن,
"F5MM+9X8, Al Balad, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4833113,39.1849961,Al Balad,Cafétéria ahl El kif,
"F5MM+F8R, Al-Balad, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4837317,39.1832686,Al Balad,Qadah ,
"F5MM+G9, Al Balad, Jeddah 22233, Saudi Arabia",Cafe,Jeddah,21.4837509,39.1834725,Al Balad,صن رايز,
"F5MQ+J5H, Al Balad, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.484123,39.1879821,Al Balad,Minaa modern Cafe & roastery,
"F5PM+926، البلد،, Jeddah Saudi Arabia",Cafe,Jeddah,21.4859157,39.1825307,Al Balad,بيت القهوة | Maison Du Cafe,
"F5PP+QPP، البلد،, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.4869594,39.18682,Al Balad,Roshan Café,
"F5PP+XXV, Abu Inabah, Al Balad, Jeddah 22236, Saudi Arabia",Cafe,Jeddah,21.4874882,39.187421,Al Balad,TBLND تيبلند,
