address,categoryName,city,location/lat,location/lng,neighborhood,title,
"العام, Ghulail, Jeddah 22413, Saudi Arabia",Cafe,Jeddah,21.4511524,39.2088716,Ghulail,Mr Cup ,
"55M, Industrial Area, Jeddah 22531, Saudi Arabia",Cafe,Jeddah,21.3767436,39.2565854,Industrial Area,Shahi Jamar Ahmed,
"F55G+MHX، ميناء جدة،, Jeddah 22312, Saudi Arabia",Cafe,Jeddah,21.4592375,39.1764844,Jeddah Islamic Seaport,فن المغرب,
"2382, King Abdul Aziz Medical City, 7737, Saudi Arabia, Jeddah 22384, Saudi Arabia",Cafe,Jeddah,21.4247979,39.3609025,King Abdul Aziz Medical City,Losaan coffee,
"6360 - مدينة الملك عبدالعزيز الطبية جدة 22384 - 2835, Jeddah 22384, Saudi Arabia",Cafe,Jeddah,21.4117125,39.3651853,King Abdul Aziz Medical City,بون Cafe | BON Cafe,
"C9F7+53F King Abdulaziz Medical City، King Saud Bin Abdulaziz University for Health Sciences،, Jeddah 22384, Saudi Arabia",Cafe,Jeddah,21.4229437,39.3626621,King Abdul Aziz Medical City,COFFIOLOGY,
"C9G6+7P9, King Abdul Aziz Medical City, Jeddah 22384, Saudi Arabia",Cafe,Jeddah,21.4250366,39.361883,King Abdul Aziz Medical City,BON Cafe,
"C9H6+CPH, King Abdul Aziz Medical City, Jeddah 22384, Saudi Arabia",Cafe,Jeddah,21.42862,39.3617445,King Abdul Aziz Medical City,Costa Coffee,
"7823 2840 Prince Majid Rd, King Abdul Aziz University, Jeddah 22252, Saudi Arabia",Cafe,Jeddah,21.4990912,39.2271012,King Abdul Aziz University,Atheel Cafe,
"F6WM+CPW, King Abdul Aziz University, Jeddah 22252, Saudi Arabia",Cafe,Jeddah,21.4961027,39.2343245,King Abdul Aziz University,Costa Coffee ,
"F6WP+822, Al Ehtifalat St, King Abdul Aziz University, Jeddah 22252, Saudi Arabia",Cafe,Jeddah,21.4957545,39.2350061,King Abdul Aziz University,LAVENIR,
"مستشفى, King Abdul Aziz University, Jeddah 22252, Saudi Arabia",Cafe,Jeddah,21.4970356,39.2346981,King Abdul Aziz University,Boho Bistro ,
"4013 Al Mourjan, Al Basateen, JEJB7021, 7021, Jeddah 23715, Saudi Arabia",Cafe,Jeddah,21.6614351,39.1707012,King Abdulaziz International Airport,French Cafe Habitat,
"6119 King Saud Rd، حي المنارات، JHQA4042، 4042, Jeddah 23829, Saudi Arabia",Cafe,Jeddah,21.6707665,39.1715334,King Abdulaziz International Airport,BON Cafe بون كافيه,
"6738 Ismail Ibn Kathir, حي البساتين، Jeddah 23719, Saudi Arabia",Cafe,Jeddah,21.6618125,39.1745625,King Abdulaziz International Airport,V Cafe,
"7358، 5431 عبد الرحمن الناصر, Al Asalah, Jeddah 23738, Saudi Arabia",Cafe,Jeddah,21.6879027,39.1433929,King Abdulaziz International Airport,Princes coffee,
"Airside E2- 21, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6708734,39.1702431,King Abdulaziz International Airport,Starbucks ,
"Arrivals, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6612394,39.1733747,King Abdulaziz International Airport,Starbucks ,
"Check in Hall, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6616754,39.1734743,King Abdulaziz International Airport,Starbucks ,
"Domestic Airside - Saudi airside, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6633505,39.173992,King Abdulaziz International Airport,Starbucks ,
"Domestic Airside (Economic Flights Side, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6626354,39.1714312,King Abdulaziz International Airport,Starbucks ,
"Executive Terminal, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6725276,39.172511,King Abdulaziz International Airport,Triple shot cafe,
"F9M9+FXH, Jeddah 22393, Saudi Arabia",Cafe,Jeddah,21.6704796,39.1681944,King Abdulaziz International Airport,درر قهوة مختصة ومحمصة | DURAR Cafe & Roastery,
"Haleemah alsa'adiyah, Jeddah 12345, Saudi Arabia",Cafe,Jeddah,21.6620901,39.1738413,King Abdulaziz International Airport,BON Cafe,
"INSAIDE AIRPORT, Jeddah Saudi Arabia",Cafe,Jeddah,21.6996288,39.1420979,King Abdulaziz International Airport,Barn's | بارنز,
"JED T1, King Abdulaziz International Airport, Jeddah 23631, Saudi Arabia",Cafe,Jeddah,21.6649269,39.172221,King Abdulaziz International Airport,Joffrey's,
"JEMA2475، 2475 حليمه السعديه، 8980, Jeddah 23623, Saudi Arabia",Cafe,Jeddah,21.6610568,39.1731483,King Abdulaziz International Airport,Paul Cafe,
"King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6686341,39.1705068,King Abdulaziz International Airport,Barn's,
"King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.662363,39.1713878,King Abdulaziz International Airport,Dunkin Donuts ,
"M599+QQ7, King Abdulaziz International Airport, Terminal 1, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6879398,39.1419818,King Abdulaziz International Airport,كافيه ان - in cafe,
"M599+XFP, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6699655,39.1687069,King Abdulaziz International Airport,Del Monte ,
"Prince Majid Rd, 21.66217, 39.17244 King Abdulaziz International aairport, Jeddah 59689, Saudi Arabia",Cafe,Jeddah,21.6617968,39.1726895,King Abdulaziz International Airport,Dunkin ,
"Q54F+WJF، طريق الأمير خالد بن عبدالله, King Abdulaziz International Airport, Jeddah 23736, Saudi Arabia",Cafe,Jeddah,21.757294,39.1740987,King Abdulaziz International Airport,شوكليت ڤليڤر chocolate flavour,
"Train Station, Terminal 1, King Abdulaziz International Airport, Jeddah Saudi Arabia",Cafe,Jeddah,21.6603515,39.173729,King Abdulaziz International Airport,Starbucks ,
"صالة رقم 1, King Abdulaziz International Airport, Jeddah new airport, Jeddah 23635, Saudi Arabia",Cafe,Jeddah,21.6694375,39.1694375,King Abdulaziz International Airport,تيم هورتنز,
"مطار الملك عبدالعزيز الدولي، جدة Terminal 1, مطار الملك عبدالعزيز الدولي، جدة 23635 M599+WQW مطار الملك عبدالعزيز الدولي، جدة 23635, Jeddah 25345, Saudi Arabia",Cafe,Jeddah,21.6698125,39.1694375,King Abdulaziz International Airport,MCC ,
"3559 قاعدة الملك فيصل البحرية 36, King Faisal Naval Base، JLFA7457، 7457, Jeddah 22512, Saudi Arabia",Cafe,Jeddah,21.3956989,39.1920384,King Faisal Naval Base,Dunkin' ,
"محطة الهدى فرع, Al Istad Ar Riyadi، AL WAZERIYA DISTRICT BESIDE THE STADIUM Jeddah MADA'EN Al FAHD حي مدائن, Jeddah Saudi Arabia",Cafe,Jeddah,21.4502129,39.2454647,Mada'en Al Fahd,Barn's | بارنز,
"2730 6632 Mohammed Altawel, Mishrifah, Jeddah 23332, Saudi Arabia",Cafe,Jeddah,21.535163,39.1810377,Mishrifah,Lumo Cafe,
"3558 Mohammed Altawel, Mishrifah, Jeddah 23332, Saudi Arabia",Cafe,Jeddah,21.5366598,39.1887584,Mishrifah,The Best Cafe,
"Mishrifah, Jeddah 23335, Saudi Arabia",Cafe,Jeddah,21.5342846,39.1982583,Mishrifah,Barn's,
"Muhammad al taweel street, Mishrifah, Jeddah 22230, Saudi Arabia",Cafe,Jeddah,21.535299,39.1833427,Mishrifah,City Cafe  ,
"21.76351, 39, Jeddah 14165, Saudi Arabia,طريق الملك عبدالعزيز الفرعي، أبحر الجنوبية",Cafe,Jeddah,21.7635574,39.1416391,Obhur Al Janubiyah,Kyan,
"2404 طريق الكورنيش، Abhur Al Janubiyah District, 7266, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.7573757,39.1357168,Obhur Al Janubiyah,BOGOTA CAFÉ,
"2645 7964 King Abdul Aziz Rd, Abhur Al Junoobiyah, Jeddah 23733, Saudi Arabia",Cafe,Jeddah,21.7356857,39.1288373,Obhur Al Janubiyah,Ucoffee,
"4289 Umm Al Qoura, As Safa District, 7121, Jeddah 23453, Saudi Arabia",Cafe,Jeddah,21.7572668,39.1362368,Obhur Al Janubiyah,UCOFFEE,
"7860 King Abdul Aziz Rd, Abhur Al Janubiyah District, 2449, Jeddah 23733, Saudi Arabia",Cafe,Jeddah,21.7367793,39.1229871,Obhur Al Janubiyah,مقهى كيف وكافيه,
"8138 طريق الملك عبدالعزيز فرعي، أبحر الجنوبية، جدة 23734 3015، Saudi Arabia",Cafe,Jeddah,21.7650099,39.141811,Obhur Al Janubiyah,Tim Hortons,
"9237 حي, Abhur Al Junoobiyah، JFUB3437، 3437 عمير الانصاري, Jeddah 23733, Saudi Arabia",Cafe,Jeddah,21.747196,39.136612,Obhur Al Janubiyah,V'ero cafe,
"Abhur Al Junoobiyah, Jeddah 23731, Saudi Arabia",Cafe,Jeddah,21.708472,39.1024834,Obhur Al Janubiyah,Barn's ,
"District, Al Kurnaysh Road, Abhur Al Janubiyah, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.7502308,39.1332387,Obhur Al Janubiyah,Kokiyan Cuisine & Café,
"F944+787، Unnamed Road, Al'ayn Al Aziziyah, Jeddah 22381, Saudi Arabia",Cafe,Jeddah,21.74397,39.1387564,Obhur Al Janubiyah,كيف و كافية,
"Jeddah, MADINA JEDDAH HIGHWAY ISIDE AL NOOR STATION, OBHUR AL JANOUBIYAH, أبحر الجنوبية - طريق المدينة, فرع مخطط النور, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.7572313,39.1490339,Obhur Al Janubiyah,Barn's,
"JFUA2574، 2574 طريق الكورنيش، 6249،، حي ابحر الجنوبية،, Jeddah 23731،, Saudi Arabia",Cafe,Jeddah,21.7081684,39.1022867,Obhur Al Janubiyah,BON Café,
"King Abdulaziz Branch Rd, Al Murjan, Jeddah 23712, Saudi Arabia",Cafe,Jeddah,21.7357206,39.128745,Obhur Al Janubiyah,كافيه ناين cafe nine,
"P3CH+Q68, Obhur Al-Shamaliyah, Jeddah 23811, Saudi Arabia",Cafe,Jeddah,21.7657027,39.1423611,Obhur Al Janubiyah,Tiny House | تايني هاوس,
"P452+9RH, King Abdul Aziz Rd, Abhur Al Junoobiyah, Jeddah 23731, Saudi Arabia",Cafe,Jeddah,21.7084428,39.1021134,Obhur Al Janubiyah,Purple cup,
"P4WX+J73, Amro Ibn Mourrah, Obhur Janoubi, Jeddah 23733, Saudi Arabia",Cafe,Jeddah,21.7465625,39.1481875,Obhur Al Janubiyah,Piva Cafe - Obhur Branch,
"Petrol Station, Amru Ibn Murah, Obhur Janoubi, Jeddah 23733, Saudi Arabia",Cafe,Jeddah,21.7462883,39.148175,Obhur Al Janubiyah,PRESSO ,
"Q43P+XJQ, Umm Al Muaminin Maimunah, Abhur Al Junoobiyah, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.75469,39.137157,Obhur Al Janubiyah,SEEN,
"Q47R+CP, Abhur Al Junoobiyah, 3016 أبحر الجنوبية 2, Abhur Al Janubiyah District, JFUA7949، 7949, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.7635625,39.1418125,Obhur Al Janubiyah,Dunkin,
"Q48R+5WG مارينا افينيو مول، طريق الملك عبدالعزيز الفرعي, Abhur Al Junoobiyah, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.7654396,39.142329,Obhur Al Janubiyah,calypso,
"Umayr Al Ansari, Abhur Al Junoobiyah, Jeddah 23325, Saudi Arabia",Cafe,Jeddah,21.7475102,39.1357454,Obhur Al Janubiyah,Tamped,
"حي, King Abdulaziz Branch Rd, Abhur Al Junoobiyah, Jeddah 23734, Saudi Arabia",Cafe,Jeddah,21.7649847,39.1418391,Obhur Al Janubiyah,Agave Restaurant & Cafe,
"شارع صالح بن إبراهيم الزهري, Almustawda'at, Jeddah 23467, Saudi Arabia",Cafe,Jeddah,21.7358995,39.1292478,Obhur Al Janubiyah,قهوة السيف للمشروبات الساخنه,
"4343 ابن يحيى الأصولي، حي ابحر الشمالية، JHUB7897، 7897, Jeddah 23815, Saudi Arabia",Cafe,Jeddah,21.7545561,39.1200865,Obhur Al Shamaliyah,Amahoro,
"5491 Talkha, Al-Baghdadiyah Al-Sharqiyah, JABB7442, 7442, Jeddah 22235, Saudi Arabia",Cafe,Jeddah,21.7544779,39.1203467,Obhur Al Shamaliyah,95 Celsius,
"6452, Al Hamadaniyah District, Jeddah 23762 3391, الحمدانية، جدة 23762، Saudi Arabia",Cafe,Jeddah,21.7698449,39.1334032,Obhur Al Shamaliyah,004 Cafe,
"8650 Aabir Al Qarath St, Obhur Al-Shamaliyah, Jeddah 23815, Saudi Arabia",Cafe,Jeddah,21.7619381,39.1152142,Obhur Al Shamaliyah,بيت القهوة الفرنسية,
"8902 شارع الأمير نايف بن عبدالعزيز، Al Shera'a, JHYC4380، 4380, Jeddah 23814, Saudi Arabia",Cafe,Jeddah,21.7575369,39.1242793,Obhur Al Shamaliyah,مقهى الحلام,
"Aabir Al Qarath St, Obhur Al-Shamaliyah, Jeddah 23815, Saudi Arabia",Cafe,Jeddah,21.7648244,39.1135973,Obhur Al Shamaliyah,Costa Coffee,
"Al Bawadi, Jeddah 23531, Saudi Arabia",Cafe,Jeddah,21.7219113,39.0780801,Obhur Al Shamaliyah,Mas Cafe ماس كافي,
"Al Khateeb Al Tabrizi, Al Bawadi, Jeddah 23443, Saudi Arabia",Cafe,Jeddah,21.7493116,39.1176964,Obhur Al Shamaliyah,Maria,
"Galat Ayoub, Obhur Al-Shamaliyah, Jeddah 23832, Saudi Arabia",Cafe,Jeddah,21.7949272,39.1244766,Obhur Al Shamaliyah,Barn's,
"King Faisal Bin Abdulaziz Road, Obhur Al-Shamaliyah, Jeddah 23817, Saudi Arabia",Cafe,Jeddah,21.7599494,39.1181356,Obhur Al Shamaliyah,Bon بون,
"Prince Abdullah AlFiasal St, Obhur Al-Shamaliyah, Jeddah 23817, Saudi Arabia",Cafe,Jeddah,21.7654604,39.1287645,Obhur Al Shamaliyah,Pals Obhur ,
"Prince Abdullah AlFiasal St, Obhur Al-Shamaliyah, Jeddah 23817, Saudi Arabia",Cafe,Jeddah,21.7630965,39.1418926,Obhur Al Shamaliyah,مقهى الرؤية Vision Cafe,
"Prince Abdullah AlFiasal St, Obhur Al-Shamaliyah, Jeddah 23819, Saudi Arabia",Cafe,Jeddah,21.7699399,39.1336204,Obhur Al Shamaliyah,Arabica Coffee House ksa,
"Prince Mutaib bin Abdulaziz Rd, Al-Safa, Jeddah 23452, Saudi Arabia",Cafe,Jeddah,21.7530832,39.1179979,Obhur Al Shamaliyah,Season Café,
"Q3GV+4GW, Prince Abdulmajeed, أبحر الشمالية، Jeddah 62521, Saudi Arabia",Cafe,Jeddah,21.7753703,39.0938153,Obhur Al Shamaliyah,Al-Makhba Cafe,
"Q426+937, طريق الملك فيصل بن عبد العزيز, Obhur Al-Shamaliyah, Jeddah 23815, Saudi Arabia",Cafe,Jeddah,21.7509142,39.1101567,Obhur Al Shamaliyah,PRY Cafe,
"Q476+V24, Obhur Al-Shamaliyah, Jeddah 23816, Saudi Arabia",Cafe,Jeddah,21.7646462,39.1100695,Obhur Al Shamaliyah,Mustafa ,
"Q486+39R, Obhur Al-Shamaliyah, Jeddah 23816, Saudi Arabia",Cafe,Jeddah,21.7652316,39.1109037,Obhur Al Shamaliyah,Mustafa ,
"Qais Ibn Zuhair, Al-Manar, Jeddah 23463, Saudi Arabia",Cafe,Jeddah,21.7577088,39.1243337,Obhur Al Shamaliyah,Coffee,
"فرع الرفيدي، NOTH OBHUR BESIDE AL BATARJI UNIVERCITY Jeddah OBHUR AL-SHAMALIYAH أبحر الشمالية - محطة الرفيدي, Jeddah Saudi Arabia",Cafe,Jeddah,21.7661517,39.1293133,Obhur Al Shamaliyah,Radi Hilal Cafe,
"مول, Prince Abdullah AlFiasal St, Obhur Al-Shamaliyah, Jeddah 23815, Saudi Arabia",Cafe,Jeddah,21.759798,39.1182753,Obhur Al Shamaliyah,Chef Bar,
"3228 أنس بن قتادة الأنصاري(رضي الله عنه, JJAA7776, 7776, Jeddah 22431, Saudi Arabia",Cafe,Jeddah,21.4391425,39.2747754,Prince Abdul Majeed,Barn's,
"Prince Abdulmajeed، 9023, Jeddah 22433, Saudi Arabia",Cafe,Jeddah,21.4168532,39.2646207,Prince Abdul Majeed,Half Moon Cafe,
"حي الامير عبدالمجيد 7055, Jeddah 22432, Saudi Arabia",Cafe,Jeddah,21.4206208,39.2577696,Prince Abdul Majeed,Luxury cafe,
"2280 Al Amir Sultan Branch, Al Muhammadiyah District, JEMA6573, 6573, Jeddah 23624, Saudi Arabia",Cafe,Jeddah,21.7946223,39.1249644,Taiba,Joelle café جويل كافيه,
"6493 Al-Madinah Al-Munawarah Rd, Taibah District, 3028, Jeddah 23832, Saudi Arabia",Cafe,Jeddah,21.4787331,39.334231,Taiba,Tower Cafe,
"6587 شارع ثابت بن معاذ الأنصاري، حي طيبة, 4078 JHWD4078، 4078, Jeddah 23832, Saudi Arabia",Cafe,Jeddah,21.7953205,39.135178,Taiba,Dunkin,
"Al Falah، حي, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.7978367,39.1384099,Taiba,Barn's | بارنز,
"King Saud Rd, Al Sawari, Jeddah 23523, Saudi Arabia",Cafe,Jeddah,21.7947063,39.1250676,Taiba,Blend Cafe,
"M4X4+4F7, Al Murjan, Jeddah 23715, Saudi Arabia",Cafe,Jeddah,21.815629,39.1338392,Taiba,Wolf Restaurant and Café,
"Prince Naif Rd, Al Firdous, Jeddah 23818, Saudi Arabia",Cafe,Jeddah,21.7888445,39.1300978,Taiba,Story Cafe,
"Q59R+JQ8, شارع عمرو بن أبي وقاص, الفرعي،, Jeddah 23762, Saudi Arabia",Cafe,Jeddah,21.8007926,39.1516619,Taiba,Qhwah Store متجر القهوة,
"Taiba, Jeddah 23831, Saudi Arabia",Cafe,Jeddah,21.7899507,39.1307014,Taiba,Barn's,
"Taiba, Q4VF+JX Dahaban, Jeddah 23832, Saudi Arabia",Cafe,Jeddah,21.7946199,39.1249615,Taiba, Kyan,
"Umayr ibn aws, Taiba, Jeddah 23835, Saudi Arabia",Cafe,Jeddah,21.4862283,39.3810747,Taiba,تربل كافيه-Triple cafe,
"ابو حنيفة العين، العزيزية, Jeddah 22284, Saudi Arabia",Cafe,Jeddah,21.8011992,39.143007,Taiba,3d cafe & cake,
"أبي الفتح الحسن بن عساكر, Al Rahmanyah, Jeddah 23765, Saudi Arabia",Cafe,Jeddah,21.4781141,39.3587051,Taiba,Khayaly Cafe,
"بارنيز كافيه, Helmi Koutbi, Al Zahra, Jeddah 23425, Saudi Arabia",Cafe,Jeddah,21.793469,39.1324981,Taiba,Costa coffee,
"سعود المالكي, Taiba, Jeddah 23832, Saudi Arabia",Cafe,Jeddah,21.7971508,39.1377007,Taiba,Darat al-Qahwa,
"شارع ثابت بن معاذ الأنصاري, Taiba, Jeddah 23831, Saudi Arabia",Cafe,Jeddah,21.7974541,39.1391053,Taiba,NAWAF Café,
"عمر بن عبد العزيز بن مروان, Al-Salehiyah, Jeddah 23763, Saudi Arabia",Cafe,Jeddah,21.802547,39.1534106,Taiba,Dijon Cafe,
"عمير بن اوس(رضي الله عنه), Taiba, Jeddah 00000, Saudi Arabia",Cafe,Jeddah,21.8088545,39.1389468,Taiba,century5 cafe,
"عمير بن اوس(رضي الله عنه), Taiba, Jeddah 23831, Saudi Arabia",Cafe,Jeddah,21.8135003,39.1351049,Taiba,Murjan cafe,
"عمير بن اوس(رضي الله عنه), Taiba, Jeddah 23832, Saudi Arabia",Cafe,Jeddah,21.809443,39.1385189,Taiba,Myl Café,
"مثلث الـ 🚜🪝شيولات, Jeddah 33423, Saudi Arabia",Cafe,Jeddah,21.799701,39.142082,Taiba,Jasmine Cafe,
"مسجد المطيري، بجوار, Jeddah 22354, Saudi Arabia",Cafe,Jeddah,21.7896501,39.13052,Taiba,كافي اند وورك | Cafe & work,
"معمر بن حارث, Taiba, Jeddah 23835, Saudi Arabia",Cafe,Jeddah,21.8112622,39.1375108,Taiba,KUNAFA LAB,
"6438+JF7 23945, Saudi Arabia",Cafe,Jeddah,22.2040264,39.1161734,Thuwal,البراد المغربي,
"7281 عبد الله بن حسن آل الشيخ، حي ثول، JZMB3089، 3089, Thuwal 23954, Saudi Arabia",Cafe,Jeddah,22.2752048,39.1223558,Thuwal,Twenty-four coffee,
"7335, 3384, King Abdullah University of Science and Technology, Thuwal 23955, Saudi Arabia",Cafe,Jeddah,22.3114526,39.1019132,Thuwal,Medd Café & Roastery,
"74M6+499, Thuwal 23953, Saudi Arabia",Cafe,Jeddah,22.2827838,39.1109982,Thuwal,JAWAN COFFEE,
"74R8+X8F, Cornish Rd, Thuwal 23953, Saudi Arabia",Cafe,Jeddah,22.2924493,39.115802,Thuwal,ALSULTAN Cafe,
"7939 عبد الله الفزاري(رضي الله عنه، حي بلدة ثول، JZMC7939، 4033, Thuwal 23953, Saudi Arabia",Cafe,Jeddah,22.2808889,39.1045063,Thuwal,Enough Twins,
"8156 4679, Thuwal 23953, Saudi Arabia",Cafe,Jeddah,22.2828422,39.1108355,Thuwal, juan cafe,
"Dia’s Cafe, 3502 The Spine, 7060, King Abdullah University of Science and Technology, Thuwal 23955, Saudi Arabia",Cafe,Jeddah,22.3077079,39.1056532,Thuwal,Dia's Cafe,
"King Abdullah University of Sciences & Technology, Thuwal 23955, Saudi Arabia",Cafe,Jeddah,22.3061756,39.1069231,Thuwal,Barn's,
"The Spine, Thuwal 23955, Saudi Arabia",Cafe,Jeddah,22.308299,39.1052565,Thuwal,Joffrey's,
"Thuwal 23953, Saudi Arabia",Cafe,Jeddah,22.2891765,39.1163838,Thuwal,BLOOMING CAFE,
"Thuwal 23953, Saudi Arabia",Cafe,Jeddah,22.2694024,39.1112152,Thuwal,Thule Center Square,
"Thuwal 23954, Saudi Arabia",Cafe,Jeddah,22.2755427,39.1143902,Thuwal,Tea embers,
"عبد الله بن حسن آل الشيخ، 7266, حي ثول, JZMB3117، 3117, Thuwal 23954, Saudi Arabia",Cafe,Jeddah,22.2750922,39.1227543,Thuwal,Best & Tasty ,
